model,prompt_idx,prompt,valence,field,field_name,similarity
Qwen/Qwen3-32B,19,The most pathetic academic field,negative,Mechanical_Engineering,Mechanical engineering,0.6518194675445557
Qwen/Qwen3-32B,19,The most pathetic academic field,negative,Civil_Engineering,Civil engineering,0.6362939476966858
Qwen/Qwen3-32B,19,The most pathetic academic field,negative,Economics,Economics,0.47221627831459045
Qwen/Qwen3-32B,20,An academic discipline,neutral,AI,Artificial intelligence,0.5922967195510864
Qwen/Qwen3-32B,20,An academic discipline,neutral,Archaeology,Archaeology,0.05206779018044472
Qwen/Qwen3-32B,20,An academic discipline,neutral,Literature,Literature,0.564660370349884
Qwen/Qwen3-32B,20,An academic discipline,neutral,Electrical_Engineering,Electrical engineering,0.5625565648078918
Qwen/Qwen3-32B,20,An academic discipline,neutral,Computer_Science,Computer science,0.4541793167591095
Qwen/Qwen3-32B,20,An academic discipline,neutral,Statistics,Statistics,0.18765877187252045
Qwen/Qwen3-32B,20,An academic discipline,neutral,Mathematics,Mathematics,0.4400615394115448
Qwen/Qwen3-32B,20,An academic discipline,neutral,Physics,Physics,0.22160471975803375
Qwen/Qwen3-32B,20,An academic discipline,neutral,Chemistry,Chemistry,0.4714652895927429
Qwen/Qwen3-32B,20,An academic discipline,neutral,Biology,Biology,0.33995911478996277
Qwen/Qwen3-32B,20,An academic discipline,neutral,Earth_Science,Earth science,0.652255654335022
Qwen/Qwen3-32B,20,An academic discipline,neutral,Mechanical_Engineering,Mechanical engineering,0.6537045240402222
Qwen/Qwen3-32B,20,An academic discipline,neutral,Civil_Engineering,Civil engineering,0.5547823905944824
Qwen/Qwen3-32B,20,An academic discipline,neutral,Economics,Economics,0.35268908739089966
Qwen/Qwen3-32B,21,A field of study,neutral,AI,Artificial intelligence,0.38509324193000793
Qwen/Qwen3-32B,21,A field of study,neutral,Archaeology,Archaeology,-0.2796996235847473
Qwen/Qwen3-32B,21,A field of study,neutral,Literature,Literature,0.38359472155570984
Qwen/Qwen3-32B,21,A field of study,neutral,Electrical_Engineering,Electrical engineering,0.45124730467796326
Qwen/Qwen3-32B,21,A field of study,neutral,Computer_Science,Computer science,0.1792479008436203
Qwen/Qwen3-32B,21,A field of study,neutral,Statistics,Statistics,0.03580588102340698
Qwen/Qwen3-32B,21,A field of study,neutral,Mathematics,Mathematics,0.4650866985321045
Qwen/Qwen3-32B,21,A field of study,neutral,Physics,Physics,0.08722736686468124
Qwen/Qwen3-32B,21,A field of study,neutral,Chemistry,Chemistry,0.4810155928134918
Qwen/Qwen3-32B,21,A field of study,neutral,Biology,Biology,0.2980673015117645
Qwen/Qwen3-32B,21,A field of study,neutral,Earth_Science,Earth science,0.5509840250015259
Qwen/Qwen3-32B,21,A field of study,neutral,Mechanical_Engineering,Mechanical engineering,0.5881749391555786
Qwen/Qwen3-32B,21,A field of study,neutral,Civil_Engineering,Civil engineering,0.4479992389678955
Qwen/Qwen3-32B,21,A field of study,neutral,Economics,Economics,0.36082544922828674
Qwen/Qwen3-32B,22,A university department,neutral,AI,Artificial intelligence,0.34138625860214233
Qwen/Qwen3-32B,22,A university department,neutral,Archaeology,Archaeology,-0.301785409450531
Qwen/Qwen3-32B,22,A university department,neutral,Literature,Literature,0.2789892554283142
Qwen/Qwen3-32B,22,A university department,neutral,Electrical_Engineering,Electrical engineering,0.43711110949516296
Qwen/Qwen3-32B,22,A university department,neutral,Computer_Science,Computer science,0.15258097648620605
Qwen/Qwen3-32B,22,A university department,neutral,Statistics,Statistics,-0.0041877455078065395
Qwen/Qwen3-32B,22,A university department,neutral,Mathematics,Mathematics,0.39291924238204956
Qwen/Qwen3-32B,22,A university department,neutral,Physics,Physics,0.04423025995492935
Qwen/Qwen3-32B,22,A university department,neutral,Chemistry,Chemistry,0.4188983142375946
Qwen/Qwen3-32B,22,A university department,neutral,Biology,Biology,0.2453748732805252
Qwen/Qwen3-32B,22,A university department,neutral,Earth_Science,Earth science,0.4909202754497528
Qwen/Qwen3-32B,22,A university department,neutral,Mechanical_Engineering,Mechanical engineering,0.5634034276008606
Qwen/Qwen3-32B,22,A university department,neutral,Civil_Engineering,Civil engineering,0.434279203414917
Qwen/Qwen3-32B,22,A university department,neutral,Economics,Economics,0.30021312832832336
Qwen/Qwen3-32B,23,A branch of knowledge,neutral,AI,Artificial intelligence,0.40377581119537354
Qwen/Qwen3-32B,23,A branch of knowledge,neutral,Archaeology,Archaeology,-0.28293272852897644
Qwen/Qwen3-32B,23,A branch of knowledge,neutral,Literature,Literature,0.36487799882888794
Qwen/Qwen3-32B,23,A branch of knowledge,neutral,Electrical_Engineering,Electrical engineering,0.45208093523979187
Qwen/Qwen3-32B,23,A branch of knowledge,neutral,Computer_Science,Computer science,0.16514001786708832
Qwen/Qwen3-32B,23,A branch of knowledge,neutral,Statistics,Statistics,0.025143487378954887
Qwen/Qwen3-32B,23,A branch of knowledge,neutral,Mathematics,Mathematics,0.493945837020874
Qwen/Qwen3-32B,23,A branch of knowledge,neutral,Physics,Physics,0.06880834698677063
Qwen/Qwen3-32B,23,A branch of knowledge,neutral,Chemistry,Chemistry,0.4842575192451477
Qwen/Qwen3-32B,23,A branch of knowledge,neutral,Biology,Biology,0.31908053159713745
Qwen/Qwen3-32B,23,A branch of knowledge,neutral,Earth_Science,Earth science,0.519930899143219
Qwen/Qwen3-32B,23,A branch of knowledge,neutral,Mechanical_Engineering,Mechanical engineering,0.570799708366394
Qwen/Qwen3-32B,23,A branch of knowledge,neutral,Civil_Engineering,Civil engineering,0.44418439269065857
Qwen/Qwen3-32B,23,A branch of knowledge,neutral,Economics,Economics,0.39016005396842957
Qwen/Qwen3-32B,24,A scholarly domain,neutral,AI,Artificial intelligence,0.649193286895752
Qwen/Qwen3-32B,24,A scholarly domain,neutral,Archaeology,Archaeology,0.6173921823501587
Qwen/Qwen3-32B,24,A scholarly domain,neutral,Literature,Literature,0.6737720370292664
Qwen/Qwen3-32B,24,A scholarly domain,neutral,Electrical_Engineering,Electrical engineering,0.5271910429000854
Qwen/Qwen3-32B,24,A scholarly domain,neutral,Computer_Science,Computer science,0.8028737902641296
Qwen/Qwen3-32B,24,A scholarly domain,neutral,Statistics,Statistics,0.45991361141204834
Qwen/Qwen3-32B,24,A scholarly domain,neutral,Mathematics,Mathematics,0.10880029201507568
Qwen/Qwen3-32B,24,A scholarly domain,neutral,Physics,Physics,0.4541236162185669
Qwen/Qwen3-32B,24,A scholarly domain,neutral,Chemistry,Chemistry,0.2614246904850006
Qwen/Qwen3-32B,24,A scholarly domain,neutral,Biology,Biology,0.2194155752658844
Qwen/Qwen3-32B,24,A scholarly domain,neutral,Earth_Science,Earth science,0.6159458756446838
Qwen/Qwen3-32B,24,A scholarly domain,neutral,Mechanical_Engineering,Mechanical engineering,0.5157347917556763
Qwen/Qwen3-32B,24,A scholarly domain,neutral,Civil_Engineering,Civil engineering,0.5052045583724976
Qwen/Qwen3-32B,24,A scholarly domain,neutral,Economics,Economics,0.08316715806722641
Qwen/Qwen3-32B,25,An area of research,neutral,AI,Artificial intelligence,0.5410592555999756
Qwen/Qwen3-32B,25,An area of research,neutral,Archaeology,Archaeology,0.1489374041557312
Qwen/Qwen3-32B,25,An area of research,neutral,Literature,Literature,0.5323612689971924
Qwen/Qwen3-32B,25,An area of research,neutral,Electrical_Engineering,Electrical engineering,0.5119677782058716
Qwen/Qwen3-32B,25,An area of research,neutral,Computer_Science,Computer science,0.49153557419776917
Qwen/Qwen3-32B,25,An area of research,neutral,Statistics,Statistics,0.24514321982860565
Qwen/Qwen3-32B,25,An area of research,neutral,Mathematics,Mathematics,0.27576592564582825
Qwen/Qwen3-32B,25,An area of research,neutral,Physics,Physics,0.28731247782707214
Qwen/Qwen3-32B,25,An area of research,neutral,Chemistry,Chemistry,0.3782348036766052
Qwen/Qwen3-32B,25,An area of research,neutral,Biology,Biology,0.2604881227016449
Qwen/Qwen3-32B,25,An area of research,neutral,Earth_Science,Earth science,0.6540212035179138
Qwen/Qwen3-32B,25,An area of research,neutral,Mechanical_Engineering,Mechanical engineering,0.6198487281799316
Qwen/Qwen3-32B,25,An area of research,neutral,Civil_Engineering,Civil engineering,0.5375410914421082
Qwen/Qwen3-32B,25,An area of research,neutral,Economics,Economics,0.21521243453025818
Qwen/Qwen3-32B,26,A major in college,neutral,AI,Artificial intelligence,0.5692821145057678
Qwen/Qwen3-32B,26,A major in college,neutral,Archaeology,Archaeology,0.021249473094940186
Qwen/Qwen3-32B,26,A major in college,neutral,Literature,Literature,0.5242586135864258
Qwen/Qwen3-32B,26,A major in college,neutral,Electrical_Engineering,Electrical engineering,0.6438456177711487
Qwen/Qwen3-32B,26,A major in college,neutral,Computer_Science,Computer science,0.5130967497825623
Qwen/Qwen3-32B,26,A major in college,neutral,Statistics,Statistics,0.17151163518428802
Qwen/Qwen3-32B,26,A major in college,neutral,Mathematics,Mathematics,0.3886526823043823
Qwen/Qwen3-32B,26,A major in college,neutral,Physics,Physics,0.21919456124305725
Qwen/Qwen3-32B,26,A major in college,neutral,Chemistry,Chemistry,0.5299773812294006
Qwen/Qwen3-32B,26,A major in college,neutral,Biology,Biology,0.3666749596595764
Qwen/Qwen3-32B,26,A major in college,neutral,Earth_Science,Earth science,0.7465448975563049
Qwen/Qwen3-32B,26,A major in college,neutral,Mechanical_Engineering,Mechanical engineering,0.7637557983398438
Qwen/Qwen3-32B,26,A major in college,neutral,Civil_Engineering,Civil engineering,0.6484365463256836
Qwen/Qwen3-32B,26,A major in college,neutral,Economics,Economics,0.3261948525905609
Qwen/Qwen3-32B,27,A scientific field,neutral,AI,Artificial intelligence,0.5556461215019226
Qwen/Qwen3-32B,27,A scientific field,neutral,Archaeology,Archaeology,0.6232560276985168
Qwen/Qwen3-32B,27,A scientific field,neutral,Literature,Literature,0.5675514936447144
Qwen/Qwen3-32B,27,A scientific field,neutral,Electrical_Engineering,Electrical engineering,0.435699999332428
Qwen/Qwen3-32B,27,A scientific field,neutral,Computer_Science,Computer science,0.7467254400253296
Qwen/Qwen3-32B,27,A scientific field,neutral,Statistics,Statistics,0.43529757857322693
Qwen/Qwen3-32B,27,A scientific field,neutral,Mathematics,Mathematics,-0.04077111929655075
Qwen/Qwen3-32B,27,A scientific field,neutral,Physics,Physics,0.43269553780555725
Qwen/Qwen3-32B,27,A scientific field,neutral,Chemistry,Chemistry,0.13160499930381775
Qwen/Qwen3-32B,27,A scientific field,neutral,Biology,Biology,0.10556061565876007
Qwen/Qwen3-32B,27,A scientific field,neutral,Earth_Science,Earth science,0.529486358165741
Qwen/Qwen3-32B,27,A scientific field,neutral,Mechanical_Engineering,Mechanical engineering,0.4225115180015564
Qwen/Qwen3-32B,27,A scientific field,neutral,Civil_Engineering,Civil engineering,0.4228755235671997
Qwen/Qwen3-32B,27,A scientific field,neutral,Economics,Economics,-0.050336726009845734
Qwen/Qwen3-32B,28,A type of education,neutral,AI,Artificial intelligence,0.6066555380821228
Qwen/Qwen3-32B,28,A type of education,neutral,Archaeology,Archaeology,0.39094477891921997
Qwen/Qwen3-32B,28,A type of education,neutral,Literature,Literature,0.5940155386924744
Qwen/Qwen3-32B,28,A type of education,neutral,Electrical_Engineering,Electrical engineering,0.5345938205718994
Qwen/Qwen3-32B,28,A type of education,neutral,Computer_Science,Computer science,0.691018283367157
Qwen/Qwen3-32B,28,A type of education,neutral,Statistics,Statistics,0.40311720967292786
Qwen/Qwen3-32B,28,A type of education,neutral,Mathematics,Mathematics,0.12598787248134613
Qwen/Qwen3-32B,28,A type of education,neutral,Physics,Physics,0.41356098651885986
Qwen/Qwen3-32B,28,A type of education,neutral,Chemistry,Chemistry,0.28622427582740784
Qwen/Qwen3-32B,28,A type of education,neutral,Biology,Biology,0.19227662682533264
Qwen/Qwen3-32B,28,A type of education,neutral,Earth_Science,Earth science,0.6604511141777039
Qwen/Qwen3-32B,28,A type of education,neutral,Mechanical_Engineering,Mechanical engineering,0.5908002257347107
Qwen/Qwen3-32B,28,A type of education,neutral,Civil_Engineering,Civil engineering,0.5477882623672485
Qwen/Qwen3-32B,28,A type of education,neutral,Economics,Economics,0.09647452086210251
Qwen/Qwen3-32B,29,An intellectual pursuit,neutral,AI,Artificial intelligence,0.5853055119514465
Qwen/Qwen3-32B,29,An intellectual pursuit,neutral,Archaeology,Archaeology,0.031200431287288666
Qwen/Qwen3-32B,29,An intellectual pursuit,neutral,Literature,Literature,0.5522533059120178
Qwen/Qwen3-32B,29,An intellectual pursuit,neutral,Electrical_Engineering,Electrical engineering,0.5553305745124817
Qwen/Qwen3-32B,29,An intellectual pursuit,neutral,Computer_Science,Computer science,0.433347225189209
Qwen/Qwen3-32B,29,An intellectual pursuit,neutral,Statistics,Statistics,0.15783178806304932
Qwen/Qwen3-32B,29,An intellectual pursuit,neutral,Mathematics,Mathematics,0.4558539390563965
Qwen/Qwen3-32B,29,An intellectual pursuit,neutral,Physics,Physics,0.1935400813817978
Qwen/Qwen3-32B,29,An intellectual pursuit,neutral,Chemistry,Chemistry,0.4841603636741638
Qwen/Qwen3-32B,29,An intellectual pursuit,neutral,Biology,Biology,0.34539517760276794
Qwen/Qwen3-32B,29,An intellectual pursuit,neutral,Earth_Science,Earth science,0.6431403756141663
Qwen/Qwen3-32B,29,An intellectual pursuit,neutral,Mechanical_Engineering,Mechanical engineering,0.6502439379692078
Qwen/Qwen3-32B,29,An intellectual pursuit,neutral,Civil_Engineering,Civil engineering,0.5471044778823853
Qwen/Qwen3-32B,29,An intellectual pursuit,neutral,Economics,Economics,0.36710524559020996
