model,prompt,valence,field,similarity
openai/gpt-oss-20b,The field of A scholarly domain,neutral,Mathematics,0.484375
openai/gpt-oss-20b,The field of A scholarly domain,neutral,Physics,0.287109375
openai/gpt-oss-20b,The field of A scholarly domain,neutral,Chemistry,0.44140625
openai/gpt-oss-20b,The field of A scholarly domain,neutral,Biology,0.4921875
openai/gpt-oss-20b,The field of A scholarly domain,neutral,Earth_Science,0.65625
openai/gpt-oss-20b,The field of A scholarly domain,neutral,Mechanical_Engineering,0.6015625
openai/gpt-oss-20b,The field of A scholarly domain,neutral,Civil_Engineering,0.61328125
openai/gpt-oss-20b,The field of A scholarly domain,neutral,Economics,0.50390625
openai/gpt-oss-20b,The field of An area of research,neutral,AI,0.5859375
openai/gpt-oss-20b,The field of An area of research,neutral,Archaeology,0.5
openai/gpt-oss-20b,The field of An area of research,neutral,Literature,0.453125
openai/gpt-oss-20b,The field of An area of research,neutral,Electrical_Engineering,0.5859375
openai/gpt-oss-20b,The field of An area of research,neutral,Computer_Science,0.58984375
openai/gpt-oss-20b,The field of An area of research,neutral,Statistics,0.326171875
openai/gpt-oss-20b,The field of An area of research,neutral,Mathematics,0.4375
openai/gpt-oss-20b,The field of An area of research,neutral,Physics,0.263671875
openai/gpt-oss-20b,The field of An area of research,neutral,Chemistry,0.404296875
openai/gpt-oss-20b,The field of An area of research,neutral,Biology,0.44921875
openai/gpt-oss-20b,The field of An area of research,neutral,Earth_Science,0.6328125
openai/gpt-oss-20b,The field of An area of research,neutral,Mechanical_Engineering,0.57421875
openai/gpt-oss-20b,The field of An area of research,neutral,Civil_Engineering,0.58203125
openai/gpt-oss-20b,The field of An area of research,neutral,Economics,0.451171875
openai/gpt-oss-20b,The field of A major in college,neutral,AI,0.53125
openai/gpt-oss-20b,The field of A major in college,neutral,Archaeology,0.4609375
openai/gpt-oss-20b,The field of A major in college,neutral,Literature,0.40234375
openai/gpt-oss-20b,The field of A major in college,neutral,Electrical_Engineering,0.5625
openai/gpt-oss-20b,The field of A major in college,neutral,Computer_Science,0.57421875
openai/gpt-oss-20b,The field of A major in college,neutral,Statistics,0.30078125
openai/gpt-oss-20b,The field of A major in college,neutral,Mathematics,0.43359375
openai/gpt-oss-20b,The field of A major in college,neutral,Physics,0.25390625
openai/gpt-oss-20b,The field of A major in college,neutral,Chemistry,0.421875
openai/gpt-oss-20b,The field of A major in college,neutral,Biology,0.4453125
openai/gpt-oss-20b,The field of A major in college,neutral,Earth_Science,0.57421875
openai/gpt-oss-20b,The field of A major in college,neutral,Mechanical_Engineering,0.5546875
openai/gpt-oss-20b,The field of A major in college,neutral,Civil_Engineering,0.5625
openai/gpt-oss-20b,The field of A major in college,neutral,Economics,0.427734375
openai/gpt-oss-20b,The field of A scientific field,neutral,AI,0.59765625
openai/gpt-oss-20b,The field of A scientific field,neutral,Archaeology,0.546875
openai/gpt-oss-20b,The field of A scientific field,neutral,Literature,0.5078125
openai/gpt-oss-20b,The field of A scientific field,neutral,Electrical_Engineering,0.61328125
openai/gpt-oss-20b,The field of A scientific field,neutral,Computer_Science,0.62890625
openai/gpt-oss-20b,The field of A scientific field,neutral,Statistics,0.404296875
openai/gpt-oss-20b,The field of A scientific field,neutral,Mathematics,0.5234375
openai/gpt-oss-20b,The field of A scientific field,neutral,Physics,0.341796875
openai/gpt-oss-20b,The field of A scientific field,neutral,Chemistry,0.4921875
openai/gpt-oss-20b,The field of A scientific field,neutral,Biology,0.53515625
openai/gpt-oss-20b,The field of A scientific field,neutral,Earth_Science,0.66015625
openai/gpt-oss-20b,The field of A scientific field,neutral,Mechanical_Engineering,0.6015625
openai/gpt-oss-20b,The field of A scientific field,neutral,Civil_Engineering,0.59765625
openai/gpt-oss-20b,The field of A scientific field,neutral,Economics,0.51953125
openai/gpt-oss-20b,The field of A type of education,neutral,AI,0.6640625
openai/gpt-oss-20b,The field of A type of education,neutral,Archaeology,0.5234375
openai/gpt-oss-20b,The field of A type of education,neutral,Literature,0.453125
openai/gpt-oss-20b,The field of A type of education,neutral,Electrical_Engineering,0.65625
openai/gpt-oss-20b,The field of A type of education,neutral,Computer_Science,0.65234375
openai/gpt-oss-20b,The field of A type of education,neutral,Statistics,0.341796875
openai/gpt-oss-20b,The field of A type of education,neutral,Mathematics,0.47265625
openai/gpt-oss-20b,The field of A type of education,neutral,Physics,0.2734375
openai/gpt-oss-20b,The field of A type of education,neutral,Chemistry,0.439453125
openai/gpt-oss-20b,The field of A type of education,neutral,Biology,0.486328125
openai/gpt-oss-20b,The field of A type of education,neutral,Earth_Science,0.6796875
openai/gpt-oss-20b,The field of A type of education,neutral,Mechanical_Engineering,0.65234375
openai/gpt-oss-20b,The field of A type of education,neutral,Civil_Engineering,0.66796875
openai/gpt-oss-20b,The field of A type of education,neutral,Economics,0.51171875
openai/gpt-oss-20b,The field of An intellectual pursuit,neutral,AI,0.59765625
openai/gpt-oss-20b,The field of An intellectual pursuit,neutral,Archaeology,0.4765625
openai/gpt-oss-20b,The field of An intellectual pursuit,neutral,Literature,0.419921875
openai/gpt-oss-20b,The field of An intellectual pursuit,neutral,Electrical_Engineering,0.5546875
openai/gpt-oss-20b,The field of An intellectual pursuit,neutral,Computer_Science,0.55859375
openai/gpt-oss-20b,The field of An intellectual pursuit,neutral,Statistics,0.30859375
openai/gpt-oss-20b,The field of An intellectual pursuit,neutral,Mathematics,0.408203125
openai/gpt-oss-20b,The field of An intellectual pursuit,neutral,Physics,0.224609375
openai/gpt-oss-20b,The field of An intellectual pursuit,neutral,Chemistry,0.359375
openai/gpt-oss-20b,The field of An intellectual pursuit,neutral,Biology,0.3984375
openai/gpt-oss-20b,The field of An intellectual pursuit,neutral,Earth_Science,0.59765625
openai/gpt-oss-20b,The field of An intellectual pursuit,neutral,Mechanical_Engineering,0.55078125
openai/gpt-oss-20b,The field of An intellectual pursuit,neutral,Civil_Engineering,0.5625
openai/gpt-oss-20b,The field of An intellectual pursuit,neutral,Economics,0.423828125
