model,prompt,valence,field,similarity
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The lowest-quality field of scholarship,negative,AI,0.609375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The lowest-quality field of scholarship,negative,Archaeology,0.390625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The lowest-quality field of scholarship,negative,Literature,0.400390625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The lowest-quality field of scholarship,negative,Electrical_Engineering,0.625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The lowest-quality field of scholarship,negative,Computer_Science,0.578125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The lowest-quality field of scholarship,negative,Statistics,0.376953125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The lowest-quality field of scholarship,negative,Mathematics,0.400390625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The lowest-quality field of scholarship,negative,Physics,0.3515625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The lowest-quality field of scholarship,negative,Chemistry,0.33984375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The lowest-quality field of scholarship,negative,Biology,-0.0030517578125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The lowest-quality field of scholarship,negative,Earth_Science,0.640625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The lowest-quality field of scholarship,negative,Mechanical_Engineering,0.6015625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The lowest-quality field of scholarship,negative,Civil_Engineering,0.59375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The lowest-quality field of scholarship,negative,Economics,0.1826171875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most pathetic academic field,negative,AI,0.59765625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most pathetic academic field,negative,Archaeology,0.390625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most pathetic academic field,negative,Literature,0.443359375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most pathetic academic field,negative,Electrical_Engineering,0.578125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most pathetic academic field,negative,Computer_Science,0.58203125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most pathetic academic field,negative,Statistics,0.3984375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most pathetic academic field,negative,Mathematics,0.41015625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most pathetic academic field,negative,Physics,0.3515625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most pathetic academic field,negative,Chemistry,0.34765625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most pathetic academic field,negative,Biology,0.027587890625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most pathetic academic field,negative,Earth_Science,0.6171875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most pathetic academic field,negative,Mechanical_Engineering,0.5546875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most pathetic academic field,negative,Civil_Engineering,0.63671875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most pathetic academic field,negative,Economics,0.2255859375
